County ID,County Name,medicareBen
19007,IA-Appanoose County,"2,175"
19009,IA-Audubon County,"1,203"
19011,IA-Benton County,"2,956"
19013,IA-Black Hawk County,"15,017"
19015,IA-Boone County,"3,429"
19017,IA-Bremer County,"4,281"
19019,IA-Buchanan County,"2,566"
19021,IA-Buena Vista County,"2,529"
19023,IA-Butler County,"2,699"
19025,IA-Calhoun County,"2,020"
19027,IA-Carroll County,"3,093"
19029,IA-Cass County,"2,616"
19031,IA-Cedar County,"2,532"
19033,IA-Cerro Gordo County,"7,663"
19035,IA-Cherokee County,"2,087"
19037,IA-Chickasaw County,"2,194"
19039,IA-Clarke County,"1,239"
19041,IA-Clay County,"3,267"
19043,IA-Clayton County,"2,959"
19045,IA-Clinton County,"6,642"
19047,IA-Crawford County,"2,384"
19049,IA-Dallas County,"6,221"
19051,IA-Davis County,"1,262"
19053,IA-Decatur County,"1,239"
19055,IA-Delaware County,"2,148"
19057,IA-Des Moines County,"6,285"
19059,IA-Dickinson County,"3,649"
19061,IA-Dubuque County,"7,288"
19063,IA-Emmet County,"1,763"
19065,IA-Fayette County,"3,332"
19067,IA-Floyd County,"2,868"
19069,IA-Franklin County,"2,159"
19071,IA-Fremont County,"1,230"
19073,IA-Greene County,"1,601"
19075,IA-Grundy County,"1,911"
19077,IA-Guthrie County,"1,889"
19079,IA-Hamilton County,"2,586"
19081,IA-Hancock County,"1,926"
19083,IA-Hardin County,"2,776"
19085,IA-Harrison County,"2,380"
19087,IA-Henry County,"2,986"
19089,IA-Howard County,"1,485"
19091,IA-Humboldt County,"1,820"
19093,IA-Ida County,"1,252"
19095,IA-Iowa County,"2,020"
19097,IA-Jackson County,"2,905"
19099,IA-Jasper County,"5,075"
19101,IA-Jefferson County,"2,198"
19103,IA-Johnson County,"9,396"
19105,IA-Jones County,"2,911"
19107,IA-Keokuk County,"1,483"
19109,IA-Kossuth County,"2,932"
19111,IA-Lee County,"5,361"
19113,IA-Linn County,"19,190"
19115,IA-Louisa County,"1,278"
19117,IA-Lucas County,"1,436"
19119,IA-Lyon County,"1,678"
19121,IA-Madison County,"2,276"
19123,IA-Mahaska County,"2,839"
19125,IA-Marion County,"4,777"
19127,IA-Marshall County,"5,453"
19129,IA-Mills County,"1,825"
19131,IA-Mitchell County,"2,214"
19133,IA-Monona County,"1,622"
19135,IA-Monroe County,"1,413"
19137,IA-Montgomery County,"1,908"
19139,IA-Muscatine County,"5,175"
19141,IA-O'Brien County,"2,642"
19143,IA-Osceola County,"1,075"
19145,IA-Page County,"2,714"
19147,IA-Palo Alto County,"1,560"
19149,IA-Plymouth County,"3,139"
19151,IA-Pocahontas County,"1,328"
19153,IA-Polk County,"37,789"
19155,IA-Pottawattamie County,"9,718"
19157,IA-Poweshiek County,"3,151"
19159,IA-Ringgold County,944
19161,IA-Sac County,"1,988"
19163,IA-Scott County,"16,985"
19165,IA-Shelby County,"2,165"
19167,IA-Sioux County,"4,229"
19169,IA-Story County,"7,895"
19171,IA-Tama County,"2,892"
19173,IA-Taylor County,"1,244"
19175,IA-Union County,"2,039"
19177,IA-Van Buren County,"1,363"
19179,IA-Wapello County,"4,846"
19181,IA-Warren County,"4,864"
19183,IA-Washington County,"3,596"
19185,IA-Wayne County,"1,133"
19187,IA-Webster County,"5,569"
19189,IA-Winnebago County,"2,062"
19191,IA-Winneshiek County,"2,850"
19193,IA-Woodbury County,"9,766"
19195,IA-Worth County,"1,216"
19197,IA-Wright County,"2,537"
20001,KS-Allen County,"2,001"
20003,KS-Anderson County,"1,413"
20005,KS-Atchison County,"2,395"
20007,KS-Barber County,957
20009,KS-Barton County,"4,196"
20011,KS-Bourbon County,"2,181"
20013,KS-Brown County,"1,737"
20015,KS-Butler County,"6,821"
20017,KS-Chase County,459
20019,KS-Chautauqua County,709
20021,KS-Cherokee County,"3,212"
20023,KS-Cheyenne County,614
20025,KS-Clark County,409
20027,KS-Clay County,"1,527"
20029,KS-Cloud County,"1,763"
20031,KS-Coffey County,"1,347"
20033,KS-Comanche County,406
20035,KS-Cowley County,"4,779"
20037,KS-Crawford County,"5,001"
20039,KS-Decatur County,760
20041,KS-Dickinson County,"2,813"
20043,KS-Doniphan County,"1,088"
20045,KS-Douglas County,"8,939"
20047,KS-Edwards County,536
20049,KS-Elk County,607
20051,KS-Ellis County,"3,527"
20053,KS-Ellsworth County,"1,151"
20055,KS-Finney County,"2,756"
20057,KS-Ford County,"2,826"
20059,KS-Franklin County,"3,350"
20061,KS-Geary County,"2,306"
20063,KS-Gove County,588
20065,KS-Graham County,549
20067,KS-Grant County,761
20069,KS-Gray County,806
20071,KS-Greeley County,245
20073,KS-Greenwood County,"1,549"
20075,KS-Hamilton County,323
20077,KS-Harper County,"1,102"
20079,KS-Harvey County,"4,992"
20081,KS-Haskell County,421
20083,KS-Hodgeman County,303
20085,KS-Jackson County,"1,934"
20087,KS-Jefferson County,"2,377"
20089,KS-Jewell County,711
20091,KS-Johnson County,"42,546"
20093,KS-Kearny County,443
20095,KS-Kingman County,"1,298"
20097,KS-Kiowa County,437
20099,KS-Labette County,"2,798"
20101,KS-Lane County,379
20103,KS-Leavenworth County,"7,932"
20105,KS-Lincoln County,553
20107,KS-Linn County,"1,395"
20109,KS-Logan County,525
20111,KS-Lyon County,"3,879"
20113,KS-McPherson County,"4,630"
20115,KS-Marion County,"2,173"
20117,KS-Marshall County,"1,861"
20119,KS-Meade County,647
20121,KS-Miami County,"3,091"
20123,KS-Mitchell County,"1,163"
20125,KS-Montgomery County,"5,350"
20127,KS-Morris County,991
20129,KS-Morton County,479
20131,KS-Nemaha County,"1,823"
20133,KS-Neosho County,"2,523"
20135,KS-Ness County,689
20137,KS-Norton County,851
20139,KS-Osage County,"2,539"
20141,KS-Osborne County,776
20143,KS-Ottawa County,851
20145,KS-Pawnee County,"1,061"
20147,KS-Phillips County,"1,101"
20149,KS-Pottawatomie County,"2,224"
20151,KS-Pratt County,"1,613"
20153,KS-Rawlins County,584
20155,KS-Reno County,"9,459"
20157,KS-Republic County,"1,110"
20159,KS-Rice County,"1,524"
20161,KS-Riley County,"4,834"
20163,KS-Rooks County,"1,092"
20165,KS-Rush County,706
20167,KS-Russell County,"1,343"
20169,KS-Saline County,"7,084"
20171,KS-Scott County,746
20173,KS-Sedgwick County,"45,932"
20175,KS-Seward County,"1,625"
20177,KS-Shawnee County,"23,649"
20179,KS-Sheridan County,351
20181,KS-Sherman County,985
20183,KS-Smith County,973
20185,KS-Stafford County,758
20187,KS-Stanton County,311
20189,KS-Stevens County,635
20191,KS-Sumner County,"2,873"
20193,KS-Thomas County,"1,061"
20195,KS-Trego County,577
20197,KS-Wabaunsee County,968
20199,KS-Wallace County,294
20201,KS-Washington County,"1,274"
20203,KS-Wichita County,362
20205,KS-Wilson County,"1,536"
20207,KS-Woodson County,467
20209,KS-Wyandotte County,"9,512"
21001,KY-Adair County,"2,108"
21003,KY-Allen County,"2,115"
21005,KY-Anderson County,"1,773"
21007,KY-Ballard County,"1,497"
21009,KY-Barren County,"4,673"
21011,KY-Bath County,"1,212"
21013,KY-Bell County,"3,369"
21015,KY-Boone County,"7,696"
21017,KY-Bourbon County,"1,885"
21019,KY-Boyd County,"6,374"
21021,KY-Boyle County,"3,525"
21023,KY-Bracken County,765
21025,KY-Breathitt County,"1,372"
21027,KY-Breckinridge County,"2,281"
21029,KY-Bullitt County,"5,162"
21031,KY-Butler County,"1,327"
21033,KY-Caldwell County,"1,807"
21035,KY-Calloway County,"4,200"
21037,KY-Campbell County,"6,500"
21039,KY-Carlisle County,983
21041,KY-Carroll County,893
21043,KY-Carter County,"3,195"
21045,KY-Casey County,"2,397"
21047,KY-Christian County,"5,511"
21049,KY-Clark County,"3,598"
21051,KY-Clay County,"2,085"
21053,KY-Clinton County,"1,383"
21055,KY-Crittenden County,"1,212"
21057,KY-Cumberland County,954
21059,KY-Daviess County,"11,567"
21061,KY-Edmonson County,"1,160"
21063,KY-Elliott County,424
21065,KY-Estill County,"1,785"
21067,KY-Fayette County,"21,188"
21069,KY-Fleming County,"1,644"
21071,KY-Floyd County,"3,820"
21073,KY-Franklin County,"4,679"
21075,KY-Fulton County,"1,208"
21077,KY-Gallatin County,639
21079,KY-Garrard County,"1,805"
21081,KY-Grant County,"2,057"
21083,KY-Graves County,"4,997"
21085,KY-Grayson County,"3,195"
21087,KY-Green County,"1,447"
21089,KY-Greenup County,"4,303"
21091,KY-Hancock County,"1,235"
21093,KY-Hardin County,"9,793"
21095,KY-Harlan County,"3,292"
21097,KY-Harrison County,"2,032"
21099,KY-Hart County,"1,991"
21101,KY-Henderson County,"4,829"
21103,KY-Henry County,"1,454"
21105,KY-Hickman County,600
21107,KY-Hopkins County,"5,499"
21109,KY-Jackson County,"1,420"
21111,KY-Jefferson County,"69,183"
21113,KY-Jessamine County,"3,806"
21115,KY-Johnson County,"2,428"
21117,KY-Kenton County,"11,165"
21119,KY-Knott County,"1,451"
21121,KY-Knox County,"2,631"
21123,KY-LaRue County,"1,657"
21125,KY-Laurel County,"5,409"
21127,KY-Lawrence County,"1,904"
21129,KY-Lee County,778
21131,KY-Leslie County,"1,315"
21133,KY-Letcher County,"2,567"
21135,KY-Lewis County,"1,516"
21137,KY-Lincoln County,"2,491"
21139,KY-Livingston County,"1,466"
21141,KY-Logan County,"3,512"
21143,KY-Lyon County,"1,195"
21145,KY-McCracken County,"8,418"
21147,KY-McCreary County,"1,766"
21149,KY-McLean County,"1,185"
21151,KY-Madison County,"6,587"
21153,KY-Magoffin County,"1,288"
21155,KY-Marion County,"2,140"
21157,KY-Marshall County,"4,974"
21159,KY-Martin County,914
21161,KY-Mason County,"1,995"
21163,KY-Meade County,"3,228"
21165,KY-Menifee County,629
21167,KY-Mercer County,"2,519"
21169,KY-Metcalfe County,"1,116"
21171,KY-Monroe County,"1,544"
21173,KY-Montgomery County,"2,457"
21175,KY-Morgan County,"1,131"
21177,KY-Muhlenberg County,"3,730"
21179,KY-Nelson County,"4,739"
21181,KY-Nicholas County,878
21183,KY-Ohio County,"2,317"
21185,KY-Oldham County,"3,812"
21187,KY-Owen County,"1,130"
21189,KY-Owsley County,647
21191,KY-Pendleton County,"1,172"
21193,KY-Perry County,"3,019"
21195,KY-Pike County,"6,384"
21197,KY-Powell County,"1,182"
21199,KY-Pulaski County,"7,740"
21201,KY-Robertson County,237
21203,KY-Rockcastle County,"1,783"
21205,KY-Rowan County,"1,775"
21207,KY-Russell County,"2,286"
21209,KY-Scott County,"2,958"
21211,KY-Shelby County,"3,459"
21213,KY-Simpson County,"2,016"
21215,KY-Spencer County,"1,336"
21217,KY-Taylor County,"3,330"
21219,KY-Todd County,"1,299"
21221,KY-Trigg County,"1,881"
21223,KY-Trimble County,"1,022"
21225,KY-Union County,"1,669"
21227,KY-Warren County,"10,198"
21229,KY-Washington County,"1,329"
21231,KY-Wayne County,"2,246"
21233,KY-Webster County,"1,519"
21235,KY-Whitley County,"5,931"
21237,KY-Wolfe County,910
21239,KY-Woodford County,"2,271"
22001,LA-Acadia County,"6,912"
22003,LA-Allen County,"2,518"
22005,LA-Ascension County,"4,294"
22007,LA-Assumption County,"2,040"
22009,LA-Avoyelles County,"4,781"
22011,LA-Beauregard County,"4,372"
22013,LA-Bienville County,"1,871"
22015,LA-Bossier County,"13,063"
22017,LA-Caddo County,"23,642"
22019,LA-Calcasieu County,"20,514"
22021,LA-Caldwell County,"1,373"
22023,LA-Cameron County,333
22025,LA-Catahoula County,"1,427"
22027,LA-Claiborne County,"1,937"
22029,LA-Concordia County,"2,398"
22031,LA-De Soto County,"3,389"
22033,LA-East Baton Rouge County,"27,503"
22035,LA-East Carroll County,854
22037,LA-East Feliciana County,"1,843"
22039,LA-Evangeline County,"3,491"
22041,LA-Franklin County,"2,596"
22043,LA-Grant County,"2,206"
22045,LA-Iberia County,"8,234"
22047,LA-Iberville County,"2,041"
22049,LA-Jackson County,"2,286"
22051,LA-Jefferson County,"22,556"
22053,LA-Jefferson Davis County,"3,785"
22055,LA-Lafayette County,"20,066"
22057,LA-Lafourche County,"8,579"
22059,LA-La Salle County,"1,693"
22061,LA-Lincoln County,"4,233"
22063,LA-Livingston County,"6,157"
22065,LA-Madison County,"1,128"
22067,LA-Morehouse County,"3,336"
22069,LA-Natchitoches County,"4,464"
22071,LA-Orleans County,"16,647"
22073,LA-Ouachita County,"14,687"
22075,LA-Plaquemines County,980
22077,LA-Pointe Coupee County,"1,902"
22079,LA-Rapides County,"14,862"
22081,LA-Red River County,"1,002"
22083,LA-Richland County,"2,593"
22085,LA-Sabine County,"3,137"
22087,LA-St. Bernard County,"1,396"
22089,LA-St. Charles County,"1,907"
22091,LA-St. Helena County,585
22093,LA-St. James County,"1,671"
22095,LA-St. John the Baptist County,"2,121"
22097,LA-St. Landry County,"10,698"
22099,LA-St. Martin County,"4,940"
22101,LA-St. Mary County,"5,512"
22103,LA-St. Tammany County,"14,892"
22105,LA-Tangipahoa County,"9,593"
22107,LA-Tensas County,706
22109,LA-Terrebonne County,"10,894"
22111,LA-Union County,"2,897"
22113,LA-Vermilion County,"6,787"
22115,LA-Vernon County,"4,484"
22117,LA-Washington County,"4,981"
22119,LA-Webster County,"5,639"
22121,LA-West Baton Rouge County,"1,322"
22123,LA-West Carroll County,"1,598"
22125,LA-West Feliciana County,873
22127,LA-Winn County,"1,781"
23001,ME-Androscoggin County,"11,295"
23003,ME-Aroostook County,"11,898"
23005,ME-Cumberland County,"29,784"
23007,ME-Franklin County,"3,939"
23009,ME-Hancock County,"8,516"
23011,ME-Kennebec County,"13,247"
23013,ME-Knox County,"6,439"
23015,ME-Lincoln County,"5,884"
23017,ME-Oxford County,"7,767"
23019,ME-Penobscot County,"17,004"
23021,ME-Piscataquis County,"2,997"
23023,ME-Sagadahoc County,"4,421"
23025,ME-Somerset County,"7,173"
23027,ME-Waldo County,"5,073"
23029,ME-Washington County,"5,801"
23031,ME-York County,"25,552"
24001,MD-Allegany County,"12,675"
24003,MD-Anne Arundel County,"57,287"
24005,MD-Baltimore County,"96,053"
24009,MD-Calvert County,"9,481"
24011,MD-Caroline County,"4,419"
24013,MD-Carroll County,"22,457"
24015,MD-Cecil County,"11,033"
24017,MD-Charles County,"13,037"
24019,MD-Dorchester County,"5,223"
24021,MD-Frederick County,"22,427"
24023,MD-Garrett County,"4,544"
24025,MD-Harford County,"27,158"
24027,MD-Howard County,"25,969"
24029,MD-Kent County,"4,492"
24031,MD-Montgomery County,"91,965"
24033,MD-Prince George's County,"60,918"
24035,MD-Queen Anne's County,"6,617"
24037,MD-St. Mary's County,"9,808"
24039,MD-Somerset County,"3,423"
24041,MD-Talbot County,"8,288"
24043,MD-Washington County,"17,991"
24045,MD-Wicomico County,"12,193"
24047,MD-Worcester County,"10,882"
24510,MD-Baltimore City,"50,159"
25001,MA-Barnstable County,"49,944"
25003,MA-Berkshire County,"22,388"
25005,MA-Bristol County,"61,299"
25007,MA-Dukes County,"3,336"
25009,MA-Essex County,"79,974"
25011,MA-Franklin County,"8,047"
25013,MA-Hampden County,"43,206"
25015,MA-Hampshire County,"15,743"
25017,MA-Middlesex County,"130,614"
25019,MA-Nantucket County,"1,347"
25021,MA-Norfolk County,"71,122"
25023,MA-Plymouth County,"57,783"
25025,MA-Suffolk County,"50,548"
25027,MA-Worcester County,"53,981"
26001,MI-Alcona County,"2,563"
26003,MI-Alger County,"1,468"
26005,MI-Allegan County,"6,733"
26007,MI-Alpena County,"5,082"
26009,MI-Antrim County,"3,564"
26011,MI-Arenac County,"2,189"
26013,MI-Baraga County,"1,355"
26015,MI-Barry County,"4,492"
26017,MI-Bay County,"12,863"
26019,MI-Benzie County,"2,559"
26021,MI-Berrien County,"20,139"
26023,MI-Branch County,"5,276"
26025,MI-Calhoun County,"15,401"
26027,MI-Cass County,"5,078"
26029,MI-Charlevoix County,"3,825"
26031,MI-Cheboygan County,"4,026"
26033,MI-Chippewa County,"4,366"
26035,MI-Clare County,"5,204"
26037,MI-Clinton County,"5,388"
26039,MI-Crawford County,"1,778"
26041,MI-Delta County,"5,420"
26043,MI-Dickinson County,"3,728"
26045,MI-Eaton County,"12,080"
26047,MI-Emmet County,"4,588"
26049,MI-Genesee County,"40,106"
26051,MI-Gladwin County,"5,522"
26053,MI-Gogebic County,"2,381"
26055,MI-Grand Traverse County,"10,522"
26057,MI-Gratiot County,"4,989"
26059,MI-Hillsdale County,"5,353"
26061,MI-Houghton County,"4,002"
26063,MI-Huron County,"5,874"
26065,MI-Ingham County,"22,849"
26067,MI-Ionia County,"4,738"
26069,MI-Iosco County,"5,421"
26071,MI-Iron County,"2,287"
26073,MI-Isabella County,"4,576"
26075,MI-Jackson County,"16,886"
26077,MI-Kalamazoo County,"20,480"
26079,MI-Kalkaska County,"2,447"
26081,MI-Kent County,"31,414"
26083,MI-Keweenaw County,385
26085,MI-Lake County,"1,819"
26087,MI-Lapeer County,"8,587"
26089,MI-Leelanau County,"2,784"
26091,MI-Lenawee County,"11,449"
26093,MI-Livingston County,"13,036"
26095,MI-Luce County,971
26097,MI-Mackinac County,"1,818"
26099,MI-Macomb County,"84,634"
26101,MI-Manistee County,"3,915"
26103,MI-Marquette County,"7,344"
26105,MI-Mason County,"4,249"
26107,MI-Mecosta County,"3,958"
26109,MI-Menominee County,"3,094"
26111,MI-Midland County,"9,813"
26113,MI-Missaukee County,"1,816"
26115,MI-Monroe County,"14,498"
26117,MI-Montcalm County,"6,743"
26119,MI-Montmorency County,"1,553"
26121,MI-Muskegon County,"13,910"
26123,MI-Newaygo County,"3,727"
26125,MI-Oakland County,"112,567"
26127,MI-Oceana County,"3,273"
26129,MI-Ogemaw County,"3,523"
26131,MI-Ontonagon County,"1,298"
26133,MI-Osceola County,"3,396"
26135,MI-Oscoda County,"2,543"
26137,MI-Otsego County,"3,396"
26139,MI-Ottawa County,"13,797"
26141,MI-Presque Isle County,"3,054"
26143,MI-Roscommon County,"5,729"
26145,MI-Saginaw County,"21,725"
26147,MI-St. Clair County,"17,455"
26149,MI-St. Joseph County,"7,106"
26151,MI-Sanilac County,"5,740"
26153,MI-Schoolcraft County,"1,579"
26155,MI-Shiawassee County,"8,391"
26157,MI-Tuscola County,"7,407"
26159,MI-Van Buren County,"7,853"
26161,MI-Washtenaw County,"25,329"
26163,MI-Wayne County,"148,075"
26165,MI-Wexford County,"4,022"
27001,MN-Aitkin County,"1,693"
27003,MN-Anoka County,"11,084"
27005,MN-Becker County,"2,320"
27007,MN-Beltrami County,"3,064"
27009,MN-Benton County,"1,148"
27011,MN-Big Stone County,603
27013,MN-Blue Earth County,"3,415"
27015,MN-Brown County,"2,736"
27017,MN-Carlton County,"2,454"
27019,MN-Carver County,"2,688"
27021,MN-Cass County,"2,632"
27023,MN-Chippewa County,847
27025,MN-Chisago County,"1,840"
27027,MN-Clay County,"3,442"
27029,MN-Clearwater County,707
27031,MN-Cook County,641
27033,MN-Cottonwood County,"1,294"
27035,MN-Crow Wing County,"5,163"
27037,MN-Dakota County,"15,806"
27039,MN-Dodge County,"1,310"
27041,MN-Douglas County,"2,237"
27043,MN-Faribault County,"1,302"
27045,MN-Fillmore County,"2,129"
27047,MN-Freeborn County,"2,657"
27049,MN-Goodhue County,"3,308"
27051,MN-Grant County,625
27053,MN-Hennepin County,"46,580"
27055,MN-Houston County,"1,847"
27057,MN-Hubbard County,"1,870"
27059,MN-Isanti County,"1,317"
27061,MN-Itasca County,"4,382"
27063,MN-Jackson County,"1,290"
27065,MN-Kanabec County,"1,124"
27067,MN-Kandiyohi County,"2,355"
27069,MN-Kittson County,511
27071,MN-Koochiching County,"1,116"
27073,MN-Lac Qui Parle County,646
27075,MN-Lake County,"1,312"
27077,MN-Lake of the Woods County,402
27079,MN-Le Sueur County,"1,467"
27081,MN-Lincoln County,830
27083,MN-Lyon County,"2,157"
27085,MN-McLeod County,"1,951"
27087,MN-Mahnomen County,519
27089,MN-Marshall County,873
27091,MN-Martin County,"2,009"
27093,MN-Meeker County,"1,108"
27095,MN-Mille Lacs County,"1,835"
27097,MN-Morrison County,"1,660"
27099,MN-Mower County,"4,170"
27101,MN-Murray County,"1,154"
27103,MN-Nicollet County,"1,698"
27105,MN-Nobles County,"2,118"
27107,MN-Norman County,678
27109,MN-Olmsted County,"11,564"
27111,MN-Otter Tail County,"4,291"
27113,MN-Pennington County,944
27115,MN-Pine County,"1,880"
27117,MN-Pipestone County,"1,175"
27119,MN-Polk County,"2,348"
27121,MN-Pope County,"1,037"
27123,MN-Ramsey County,"20,192"
27125,MN-Red Lake County,183
27127,MN-Redwood County,"1,508"
27129,MN-Renville County,"1,493"
27131,MN-Rice County,"3,208"
27133,MN-Rock County,"1,125"
27135,MN-Roseau County,730
27137,MN-St. Louis County,"14,421"
27139,MN-Scott County,"3,979"
27141,MN-Sherburne County,"3,053"
27143,MN-Sibley County,883
27145,MN-Stearns County,"7,495"
27147,MN-Steele County,"2,094"
27149,MN-Stevens County,843
27151,MN-Swift County,"1,003"
27153,MN-Todd County,"1,601"
27155,MN-Traverse County,486
27157,MN-Wabasha County,"1,809"
27159,MN-Wadena County,"1,023"
27161,MN-Waseca County,"1,128"
27163,MN-Washington County,"9,626"
27165,MN-Watonwan County,"1,006"
27167,MN-Wilkin County,582
27169,MN-Winona County,"3,595"
27171,MN-Wright County,"3,994"
27173,MN-Yellow Medicine County,"1,120"
28001,MS-Adams County,"4,353"
28003,MS-Alcorn County,"5,509"
28005,MS-Amite County,"1,630"
28007,MS-Attala County,"2,917"
28009,MS-Benton County,"1,156"
28011,MS-Bolivar County,"3,942"
28013,MS-Calhoun County,"1,982"
28015,MS-Carroll County,"1,421"
28017,MS-Chickasaw County,"2,404"
28019,MS-Choctaw County,"1,390"
28021,MS-Claiborne County,785
28023,MS-Clarke County,"2,476"
28025,MS-Clay County,"2,552"
28027,MS-Coahoma County,"2,881"
28029,MS-Copiah County,"3,156"
28031,MS-Covington County,"2,461"
28033,MS-DeSoto County,"14,665"
28035,MS-Forrest County,"5,534"
28037,MS-Franklin County,"1,115"
28039,MS-George County,"2,831"
28041,MS-Greene County,"1,050"
28043,MS-Grenada County,"2,996"
28045,MS-Hancock County,"4,349"
28047,MS-Harrison County,"20,505"
28049,MS-Hinds County,"19,241"
28051,MS-Holmes County,"2,085"
28053,MS-Humphreys County,"1,039"
28055,MS-Issaquena County,113
28057,MS-Itawamba County,"3,126"
28059,MS-Jackson County,"12,965"
28061,MS-Jasper County,"2,272"
28063,MS-Jefferson County,807
28065,MS-Jefferson Davis County,"1,568"
28067,MS-Jones County,"8,360"
28069,MS-Kemper County,"1,266"
28071,MS-Lafayette County,"3,946"
28073,MS-Lamar County,"6,846"
28075,MS-Lauderdale County,"9,662"
28077,MS-Lawrence County,"2,204"
28079,MS-Leake County,"2,661"
28081,MS-Lee County,"10,653"
28083,MS-Leflore County,"3,749"
28085,MS-Lincoln County,"4,056"
28087,MS-Lowndes County,"6,872"
28089,MS-Madison County,"8,519"
28091,MS-Marion County,"2,933"
28093,MS-Marshall County,"3,996"
28095,MS-Monroe County,"4,688"
28097,MS-Montgomery County,"1,784"
28099,MS-Neshoba County,"3,946"
28101,MS-Newton County,"2,457"
28103,MS-Noxubee County,"1,451"
28105,MS-Oktibbeha County,"3,862"
28107,MS-Panola County,"3,893"
28109,MS-Pearl River County,"6,515"
28111,MS-Perry County,"1,552"
28113,MS-Pike County,"4,985"
28115,MS-Pontotoc County,"3,173"
28117,MS-Prentiss County,"4,283"
28119,MS-Quitman County,"1,015"
28121,MS-Rankin County,"13,688"
28123,MS-Scott County,"3,157"
28125,MS-Sharkey County,638
28127,MS-Simpson County,"3,075"
28129,MS-Smith County,"1,578"
28131,MS-Stone County,"2,085"
28133,MS-Sunflower County,"2,539"
28135,MS-Tallahatchie County,"1,524"
28137,MS-Tate County,"3,082"
28139,MS-Tippah County,"3,397"
28141,MS-Tishomingo County,"3,339"
28143,MS-Tunica County,816
28145,MS-Union County,"3,529"
28147,MS-Walthall County,"1,982"
28149,MS-Warren County,"5,306"
28151,MS-Washington County,"5,464"
28153,MS-Wayne County,"2,047"
28155,MS-Webster County,"1,397"
28157,MS-Wilkinson County,"1,188"
28159,MS-Winston County,"2,483"
28161,MS-Yalobusha County,"2,389"
28163,MS-Yazoo County,"2,907"
29001,MO-Adair County,"3,122"
29003,MO-Andrew County,"1,935"
29005,MO-Atchison County,"1,117"
29007,MO-Audrain County,"3,258"
29009,MO-Barry County,"3,385"
29011,MO-Barton County,"1,383"
29013,MO-Bates County,"2,078"
29015,MO-Benton County,"3,824"
29017,MO-Bollinger County,"2,057"
29019,MO-Boone County,"13,260"
29021,MO-Buchanan County,"11,255"
29023,MO-Butler County,"5,653"
29025,MO-Caldwell County,"1,096"
29027,MO-Callaway County,"4,688"
29029,MO-Camden County,"7,970"
29031,MO-Cape Girardeau County,"9,638"
29033,MO-Carroll County,"1,426"
29035,MO-Carter County,971
29037,MO-Cass County,"8,155"
29039,MO-Cedar County,"1,977"
29041,MO-Chariton County,"1,831"
29043,MO-Christian County,"5,708"
29045,MO-Clark County,"1,029"
29047,MO-Clay County,"20,725"
29049,MO-Clinton County,"3,448"
29051,MO-Cole County,"8,641"
29053,MO-Cooper County,"2,103"
29055,MO-Crawford County,"2,779"
29057,MO-Dade County,"1,143"
29059,MO-Dallas County,"1,606"
29061,MO-Daviess County,"1,194"
29063,MO-DeKalb County,614
29065,MO-Dent County,"2,451"
29067,MO-Douglas County,"1,219"
29069,MO-Dunklin County,"4,378"
29071,MO-Franklin County,"8,924"
29073,MO-Gasconade County,"2,407"
29075,MO-Gentry County,"1,212"
29077,MO-Greene County,"21,733"
29079,MO-Grundy County,"1,906"
29081,MO-Harrison County,"1,554"
29083,MO-Henry County,"3,524"
29085,MO-Hickory County,"1,647"
29087,MO-Holt County,837
29089,MO-Howard County,"1,233"
29091,MO-Howell County,"5,822"
29093,MO-Iron County,"1,754"
29095,MO-Jackson County,"48,379"
29097,MO-Jasper County,"9,867"
29099,MO-Jefferson County,"13,770"
29101,MO-Johnson County,"4,438"
29103,MO-Knox County,718
29105,MO-Laclede County,"3,056"
29107,MO-Lafayette County,"4,084"
29109,MO-Lawrence County,"3,495"
29111,MO-Lewis County,"1,552"
29113,MO-Lincoln County,"3,976"
29115,MO-Linn County,"1,787"
29117,MO-Livingston County,"2,406"
29119,MO-McDonald County,"1,832"
29121,MO-Macon County,"2,733"
29123,MO-Madison County,"1,892"
29125,MO-Maries County,"1,170"
29127,MO-Marion County,"4,183"
29129,MO-Mercer County,642
29131,MO-Miller County,"2,733"
29133,MO-Mississippi County,"1,982"
29135,MO-Moniteau County,"1,755"
29137,MO-Monroe County,"1,633"
29139,MO-Montgomery County,"1,689"
29141,MO-Morgan County,"3,844"
29143,MO-New Madrid County,"2,229"
29145,MO-Newton County,"8,884"
29147,MO-Nodaway County,"2,764"
29149,MO-Oregon County,"1,431"
29151,MO-Osage County,"1,532"
29153,MO-Ozark County,"1,453"
29155,MO-Pemiscot County,"1,911"
29157,MO-Perry County,"2,991"
29159,MO-Pettis County,"5,062"
29161,MO-Phelps County,"5,387"
29163,MO-Pike County,"2,611"
29165,MO-Platte County,"7,888"
29167,MO-Polk County,"2,698"
29169,MO-Pulaski County,"3,904"
29171,MO-Putnam County,934
29173,MO-Ralls County,"1,050"
29175,MO-Randolph County,"3,002"
29177,MO-Ray County,"2,897"
29179,MO-Reynolds County,"1,056"
29181,MO-Ripley County,"2,071"
29183,MO-St. Charles County,"27,059"
29185,MO-St. Clair County,"1,548"
29186,MO-Ste. Genevieve County,"2,082"
29187,MO-St. Francois County,"8,289"
29189,MO-St. Louis County,"93,154"
29195,MO-Saline County,"2,849"
29197,MO-Schuyler County,644
29199,MO-Scotland County,684
